sample	type	group	mut_ct
MPX001111-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001112-NYC-VH00422-221214	APOBEC3	Outbreak NYC	56
MPX001112-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	11
MPX001113-NYC-VH00422-221214	APOBEC3	Outbreak NYC	55
MPX001113-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001114-NYC-VH00422-221214	APOBEC3	Outbreak NYC	53
MPX001114-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001115-NYC-VH00422-221214	APOBEC3	Outbreak NYC	54
MPX001115-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001116-NYC-VH00422-221214	APOBEC3	Outbreak NYC	55
MPX001116-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001117-NYC-VH00422-221214	APOBEC3	Outbreak NYC	57
MPX001117-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001118-NYC-VH00422-221214	APOBEC3	Outbreak NYC	56
MPX001118-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001119-NYC-VH00422-221214	APOBEC3	Outbreak NYC	56
MPX001119-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001120-NYC-VH00422-221214	APOBEC3	Outbreak NYC	59
MPX001120-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001121-NYC-VH00422-221214	APOBEC3	Outbreak NYC	55
MPX001121-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001122-NYC-VH00422-221214	APOBEC3	Outbreak NYC	55
MPX001122-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001123-NYC-VH00422-221214	APOBEC3	Outbreak NYC	52
MPX001123-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001124-NYC-VH00422-221214	APOBEC3	Outbreak NYC	53
MPX001124-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001125-NYC-VH00422-221214	APOBEC3	Outbreak NYC	57
MPX001125-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001126-NYC-VH00422-221214	APOBEC3	Outbreak NYC	57
MPX001126-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001127-NYC-VH00422-221214	APOBEC3	Outbreak NYC	53
MPX001127-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001128-NYC-VH00422-221214	APOBEC3	Outbreak NYC	52
MPX001128-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001129-NYC-VH00422-221214	APOBEC3	Outbreak NYC	54
MPX001129-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001130-NYC-VH00422-221214	APOBEC3	Outbreak NYC	53
MPX001130-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001132-NYC-VH00422-221214	APOBEC3	Outbreak NYC	56
MPX001132-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001133-NYC-VH00422-221214	APOBEC3	Outbreak NYC	55
MPX001133-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001134-NYC-VH00422-221214	APOBEC3	Outbreak NYC	58
MPX001134-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001135-NYC-VH00422-221214	APOBEC3	Outbreak NYC	59
MPX001135-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001136-NYC-VH00422-221214	APOBEC3	Outbreak NYC	52
MPX001136-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001137-NYC-VH00422-221214	APOBEC3	Outbreak NYC	52
MPX001137-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	11
MPX001138-NYC-VH00422-221214	APOBEC3	Outbreak NYC	56
MPX001138-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001139-NYC-VH00422-221214	APOBEC3	Outbreak NYC	56
MPX001139-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001140-NYC-VH00422-221214	APOBEC3	Outbreak NYC	56
MPX001140-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001141-NYC-VH00422-221214	APOBEC3	Outbreak NYC	55
MPX001141-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001142-NYC-VH00422-221214	APOBEC3	Outbreak NYC	60
MPX001142-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001143-NYC-VH00422-221214	APOBEC3	Outbreak NYC	60
MPX001143-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001144-NYC-VH00422-221214	APOBEC3	Outbreak NYC	56
MPX001144-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001145-NYC-VH00422-221214	APOBEC3	Outbreak NYC	56
MPX001145-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001146-NYC-VH00422-221214	APOBEC3	Outbreak NYC	59
MPX001146-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	11
MPX001147-NYC-VH00422-221214	APOBEC3	Outbreak NYC	54
MPX001147-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	11
MPX001148-NYC-VH00422-221214	APOBEC3	Outbreak NYC	54
MPX001148-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001150-NYC-VH00422-221214	APOBEC3	Outbreak NYC	56
MPX001150-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001151-NYC-VH00422-221214	APOBEC3	Outbreak NYC	54
MPX001151-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001152-NYC-VH00422-221214	APOBEC3	Outbreak NYC	54
MPX001152-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001154-NYC-VH00422-230123	APOBEC3	Outbreak NYC	57
MPX001154-NYC-VH00422-230123	NON-APOBEC	Outbreak NYC	11
MPX001155-NYC-VH00422-221214	APOBEC3	Outbreak NYC	54
MPX001155-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001156-NYC-VH00422-221214	APOBEC3	Outbreak NYC	53
MPX001156-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001157-NYC-VH00422-221214	APOBEC3	Outbreak NYC	54
MPX001157-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001158-NYC-VH00422-221214	APOBEC3	Outbreak NYC	57
MPX001158-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001159-NYC-VH00422-221214	APOBEC3	Outbreak NYC	57
MPX001159-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001160-NYC-VH00422-221214	APOBEC3	Outbreak NYC	61
MPX001160-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001161-NYC-VH00422-221214	APOBEC3	Outbreak NYC	54
MPX001161-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001162-NYC-VH00422-221214	APOBEC3	Outbreak NYC	56
MPX001162-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001163-NYC-VH00422-230123	APOBEC3	Outbreak NYC	53
MPX001163-NYC-VH00422-230123	NON-APOBEC	Outbreak NYC	10
MPX001164-NYC-VH00422-221214	APOBEC3	Outbreak NYC	54
MPX001164-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001165-NYC-VH00422-221214	APOBEC3	Outbreak NYC	54
MPX001165-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001166-NYC-VH00422-221214	APOBEC3	Outbreak NYC	53
MPX001166-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	11
MPX001167-NYC-VH00422-221214	APOBEC3	Outbreak NYC	56
MPX001167-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001168-NYC-VH00422-221214	APOBEC3	Outbreak NYC	60
MPX001168-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	11
MPX001169-NYC-VH00422-221214	APOBEC3	Outbreak NYC	59
MPX001169-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001170-NYC-VH00422-221214	APOBEC3	Outbreak NYC	54
MPX001170-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001171-NYC-VH00422-221214	APOBEC3	Outbreak NYC	57
MPX001171-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001173-NYC-VH00422-221214	APOBEC3	Outbreak NYC	56
MPX001173-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001174-NYC-VH00422-221214	APOBEC3	Outbreak NYC	53
MPX001174-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001175-NYC-VH00422-221214	APOBEC3	Outbreak NYC	57
MPX001175-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001176-NYC-VH00422-221214	APOBEC3	Outbreak NYC	55
MPX001176-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	9
MPX001177-NYC-VH00422-221214	APOBEC3	Outbreak NYC	59
MPX001177-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001178-NYC-VH00422-221214	APOBEC3	Outbreak NYC	57
MPX001178-NYC-VH00422-221214	NON-APOBEC	Outbreak NYC	10
MPX001183-NYC-VH00422-230123	APOBEC3	Outbreak NYC	56
MPX001183-NYC-VH00422-230123	NON-APOBEC	Outbreak NYC	11
MPX001186-NYC-VH00422-230123	APOBEC3	Outbreak NYC	60
MPX001186-NYC-VH00422-230123	NON-APOBEC	Outbreak NYC	10
MPX001187-NYC-VH00422-230123	APOBEC3	Outbreak NYC	60
MPX001187-NYC-VH00422-230123	NON-APOBEC	Outbreak NYC	10
MPX001188-NYC-VH00422-230123	APOBEC3	Outbreak NYC	62
MPX001188-NYC-VH00422-230123	NON-APOBEC	Outbreak NYC	10
MPX001189-NYC-VH00422-230123	APOBEC3	Outbreak NYC	56
MPX001189-NYC-VH00422-230123	NON-APOBEC	Outbreak NYC	11
MPX001190-NYC-VH00422-230123	APOBEC3	Outbreak NYC	67
MPX001190-NYC-VH00422-230123	NON-APOBEC	Outbreak NYC	11
MPX001191-NYC-VH00422-230123	APOBEC3	Outbreak NYC	68
MPX001191-NYC-VH00422-230123	NON-APOBEC	Outbreak NYC	12
MPX001192-NYC-M05361-230210	APOBEC3	Outbreak NYC	65
MPX001192-NYC-M05361-230210	NON-APOBEC	Outbreak NYC	9
MPX001193-NYC-M05361-230210	APOBEC3	Outbreak NYC	60
MPX001193-NYC-M05361-230210	NON-APOBEC	Outbreak NYC	10
MPX001194-NYC-M05361-230210	APOBEC3	Outbreak NYC	60
MPX001194-NYC-M05361-230210	NON-APOBEC	Outbreak NYC	10
MPX001195-NYC-M08172-230224	APOBEC3	Outbreak NYC	63
MPX001195-NYC-M08172-230224	NON-APOBEC	Outbreak NYC	11
MPX001196-NYC-M08172-230224	APOBEC3	Outbreak NYC	62
MPX001196-NYC-M08172-230224	NON-APOBEC	Outbreak NYC	11
MPX001197-NYC-M08172-230224	APOBEC3	Outbreak NYC	59
MPX001197-NYC-M08172-230224	NON-APOBEC	Outbreak NYC	11
MPX001198-NYC-M08172-230224	APOBEC3	Outbreak NYC	58
MPX001198-NYC-M08172-230224	NON-APOBEC	Outbreak NYC	11
MPX001199-NYC-M08172-230224	APOBEC3	Outbreak NYC	61
MPX001199-NYC-M08172-230224	NON-APOBEC	Outbreak NYC	11
MPX001200-NYC-M08172-230224	APOBEC3	Outbreak NYC	65
MPX001200-NYC-M08172-230224	NON-APOBEC	Outbreak NYC	10
MPX001201-NYC-M08172-230224	APOBEC3	Outbreak NYC	65
MPX001201-NYC-M08172-230224	NON-APOBEC	Outbreak NYC	10
ON563414	APOBEC3	Outbreak Global	53
ON563414	NON-APOBEC	Outbreak Global	9
ON568298	APOBEC3	Outbreak Global	54
ON568298	NON-APOBEC	Outbreak Global	9
ON585030	APOBEC3	Outbreak Global	53
ON585030	NON-APOBEC	Outbreak Global	8
ON585031	APOBEC3	Outbreak Global	53
ON585031	NON-APOBEC	Outbreak Global	9
ON585032	APOBEC3	Outbreak Global	53
ON585032	NON-APOBEC	Outbreak Global	9
ON585033	APOBEC3	Outbreak Global	53
ON585033	NON-APOBEC	Outbreak Global	9
ON585034	APOBEC3	Outbreak Global	53
ON585034	NON-APOBEC	Outbreak Global	9
ON585035	APOBEC3	Outbreak Global	53
ON585035	NON-APOBEC	Outbreak Global	9
ON585037	APOBEC3	Outbreak Global	55
ON585037	NON-APOBEC	Outbreak Global	9
ON585038	APOBEC3	Outbreak Global	55
ON585038	NON-APOBEC	Outbreak Global	9
ON595760	APOBEC3	Outbreak Global	53
ON595760	NON-APOBEC	Outbreak Global	9
ON609725	APOBEC3	Outbreak Global	59
ON609725	NON-APOBEC	Outbreak Global	9
ON614676	APOBEC3	Outbreak Global	53
ON614676	NON-APOBEC	Outbreak Global	9
ON615424	APOBEC3	Outbreak Global	53
ON615424	NON-APOBEC	Outbreak Global	9
ON619835	APOBEC3	Outbreak Global	53
ON619835	NON-APOBEC	Outbreak Global	9
ON619836	APOBEC3	Outbreak Global	53
ON619836	NON-APOBEC	Outbreak Global	9
ON619837	APOBEC3	Outbreak Global	53
ON619837	NON-APOBEC	Outbreak Global	9
ON619838	APOBEC3	Outbreak Global	53
ON619838	NON-APOBEC	Outbreak Global	9
ON622712	APOBEC3	Outbreak Global	53
ON622712	NON-APOBEC	Outbreak Global	9
ON622713	APOBEC3	Outbreak Global	53
ON622713	NON-APOBEC	Outbreak Global	9
ON622720	APOBEC3	Outbreak Global	53
ON622720	NON-APOBEC	Outbreak Global	9
ON622722	APOBEC3	Outbreak Global	59
ON622722	NON-APOBEC	Outbreak Global	9
ON627808	APOBEC3	Outbreak Global	53
ON627808	NON-APOBEC	Outbreak Global	9
ON631241	APOBEC3	Outbreak Global	53
ON631241	NON-APOBEC	Outbreak Global	9
ON637938	APOBEC3	Outbreak Global	54
ON637938	NON-APOBEC	Outbreak Global	10
ON637939	APOBEC3	Outbreak Global	55
ON637939	NON-APOBEC	Outbreak Global	9
ON649708	APOBEC3	Outbreak Global	53
ON649708	NON-APOBEC	Outbreak Global	9
ON649709	APOBEC3	Outbreak Global	53
ON649709	NON-APOBEC	Outbreak Global	9
ON649710	APOBEC3	Outbreak Global	53
ON649710	NON-APOBEC	Outbreak Global	9
ON649711	APOBEC3	Outbreak Global	53
ON649711	NON-APOBEC	Outbreak Global	9
ON649712	APOBEC3	Outbreak Global	53
ON649712	NON-APOBEC	Outbreak Global	9
ON649713	APOBEC3	Outbreak Global	56
ON649713	NON-APOBEC	Outbreak Global	9
ON649715	APOBEC3	Outbreak Global	53
ON649715	NON-APOBEC	Outbreak Global	9
ON649716	APOBEC3	Outbreak Global	53
ON649716	NON-APOBEC	Outbreak Global	9
ON649717	APOBEC3	Outbreak Global	54
ON649717	NON-APOBEC	Outbreak Global	9
ON649718	APOBEC3	Outbreak Global	53
ON649718	NON-APOBEC	Outbreak Global	9
ON649719	APOBEC3	Outbreak Global	53
ON649719	NON-APOBEC	Outbreak Global	9
ON649720	APOBEC3	Outbreak Global	53
ON649720	NON-APOBEC	Outbreak Global	9
ON649721	APOBEC3	Outbreak Global	53
ON649721	NON-APOBEC	Outbreak Global	9
ON649722	APOBEC3	Outbreak Global	53
ON649722	NON-APOBEC	Outbreak Global	9
ON649723	APOBEC3	Outbreak Global	53
ON649723	NON-APOBEC	Outbreak Global	9
ON649724	APOBEC3	Outbreak Global	53
ON649724	NON-APOBEC	Outbreak Global	9
ON649725	APOBEC3	Outbreak Global	53
ON649725	NON-APOBEC	Outbreak Global	9
ON649879	APOBEC3	Outbreak Global	53
ON649879	NON-APOBEC	Outbreak Global	9
ON674051	APOBEC3	Outbreak Global	2
ON674051	NON-APOBEC	Outbreak Global	5
ON676703	APOBEC3	Outbreak Global	53
ON676703	NON-APOBEC	Outbreak Global	9
ON676704	APOBEC3	Outbreak Global	54
ON676704	NON-APOBEC	Outbreak Global	9
ON676705	APOBEC3	Outbreak Global	53
ON676705	NON-APOBEC	Outbreak Global	9
ON676706	APOBEC3	Outbreak Global	53
ON676706	NON-APOBEC	Outbreak Global	9
ON676707	APOBEC3	Pre-Outbreak Global	7
ON676707	NON-APOBEC	Pre-Outbreak Global	5
ON676708	APOBEC3	Pre-Outbreak Global	43
ON676708	NON-APOBEC	Pre-Outbreak Global	8
ON682263	APOBEC3	Outbreak Global	53
ON682263	NON-APOBEC	Outbreak Global	9
ON682264	APOBEC3	Outbreak Global	53
ON682264	NON-APOBEC	Outbreak Global	9
ON682265	APOBEC3	Outbreak Global	53
ON682265	NON-APOBEC	Outbreak Global	9
ON682266	APOBEC3	Outbreak Global	53
ON682266	NON-APOBEC	Outbreak Global	9
ON682267	APOBEC3	Outbreak Global	53
ON682267	NON-APOBEC	Outbreak Global	9
ON682268	APOBEC3	Outbreak Global	53
ON682268	NON-APOBEC	Outbreak Global	9
ON682269	APOBEC3	Outbreak Global	53
ON682269	NON-APOBEC	Outbreak Global	9
ON682270	APOBEC3	Outbreak Global	53
ON682270	NON-APOBEC	Outbreak Global	9
ON694329	APOBEC3	Outbreak Global	53
ON694329	NON-APOBEC	Outbreak Global	10
ON694330	APOBEC3	Outbreak Global	55
ON694330	NON-APOBEC	Outbreak Global	9
ON694331	APOBEC3	Outbreak Global	54
ON694331	NON-APOBEC	Outbreak Global	10
ON694332	APOBEC3	Outbreak Global	53
ON694332	NON-APOBEC	Outbreak Global	10
ON694333	APOBEC3	Outbreak Global	53
ON694333	NON-APOBEC	Outbreak Global	10
ON694334	APOBEC3	Outbreak Global	53
ON694334	NON-APOBEC	Outbreak Global	10
ON694335	APOBEC3	Outbreak Global	53
ON694335	NON-APOBEC	Outbreak Global	9
ON694336	APOBEC3	Outbreak Global	53
ON694336	NON-APOBEC	Outbreak Global	9
ON694337	APOBEC3	Outbreak Global	53
ON694337	NON-APOBEC	Outbreak Global	10
ON694338	APOBEC3	Outbreak Global	53
ON694338	NON-APOBEC	Outbreak Global	10
ON694339	APOBEC3	Outbreak Global	54
ON694339	NON-APOBEC	Outbreak Global	10
ON694340	APOBEC3	Outbreak Global	53
ON694340	NON-APOBEC	Outbreak Global	10
ON694341	APOBEC3	Outbreak Global	53
ON694341	NON-APOBEC	Outbreak Global	9
ON694342	APOBEC3	Outbreak Global	55
ON694342	NON-APOBEC	Outbreak Global	9
ON736420	APOBEC3	Outbreak Global	53
ON736420	NON-APOBEC	Outbreak Global	9
ON745215	APOBEC3	Outbreak Global	53
ON745215	NON-APOBEC	Outbreak Global	10
ON745225	APOBEC3	Outbreak Global	53
ON745225	NON-APOBEC	Outbreak Global	9
ON751962	APOBEC3	Outbreak Global	54
ON751962	NON-APOBEC	Outbreak Global	9
ON754984	APOBEC3	Outbreak Global	59
ON754984	NON-APOBEC	Outbreak Global	9
ON754985	APOBEC3	Outbreak Global	59
ON754985	NON-APOBEC	Outbreak Global	9
ON754986	APOBEC3	Outbreak Global	59
ON754986	NON-APOBEC	Outbreak Global	9
ON754987	APOBEC3	Outbreak Global	59
ON754987	NON-APOBEC	Outbreak Global	9
ON755039	APOBEC3	Outbreak Global	54
ON755039	NON-APOBEC	Outbreak Global	9
ON755040	APOBEC3	Outbreak Global	53
ON755040	NON-APOBEC	Outbreak Global	9
ON755231	APOBEC3	Outbreak Global	54
ON755231	NON-APOBEC	Outbreak Global	9
ON755232	APOBEC3	Outbreak Global	54
ON755232	NON-APOBEC	Outbreak Global	10
ON755233	APOBEC3	Outbreak Global	54
ON755233	NON-APOBEC	Outbreak Global	9
ON755234	APOBEC3	Outbreak Global	54
ON755234	NON-APOBEC	Outbreak Global	9
ON755235	APOBEC3	Outbreak Global	53
ON755235	NON-APOBEC	Outbreak Global	9
ON755236	APOBEC3	Outbreak Global	53
ON755236	NON-APOBEC	Outbreak Global	10
ON755237	APOBEC3	Outbreak Global	53
ON755237	NON-APOBEC	Outbreak Global	9
ON755238	APOBEC3	Outbreak Global	53
ON755238	NON-APOBEC	Outbreak Global	10
ON755239	APOBEC3	Outbreak Global	54
ON755239	NON-APOBEC	Outbreak Global	9
ON755240	APOBEC3	Outbreak Global	55
ON755240	NON-APOBEC	Outbreak Global	10
ON755241	APOBEC3	Outbreak Global	53
ON755241	NON-APOBEC	Outbreak Global	9
ON755242	APOBEC3	Outbreak Global	53
ON755242	NON-APOBEC	Outbreak Global	10
ON755243	APOBEC3	Outbreak Global	53
ON755243	NON-APOBEC	Outbreak Global	9
ON755244	APOBEC3	Outbreak Global	54
ON755244	NON-APOBEC	Outbreak Global	10
ON755245	APOBEC3	Outbreak Global	53
ON755245	NON-APOBEC	Outbreak Global	9
ON755246	APOBEC3	Outbreak Global	53
ON755246	NON-APOBEC	Outbreak Global	9
ON755247	APOBEC3	Outbreak Global	53
ON755247	NON-APOBEC	Outbreak Global	9
ON755248	APOBEC3	Outbreak Global	59
ON755248	NON-APOBEC	Outbreak Global	9
ON755249	APOBEC3	Outbreak Global	54
ON755249	NON-APOBEC	Outbreak Global	9
ON755250	APOBEC3	Outbreak Global	53
ON755250	NON-APOBEC	Outbreak Global	10
ON755251	APOBEC3	Outbreak Global	58
ON755251	NON-APOBEC	Outbreak Global	8
ON755252	APOBEC3	Outbreak Global	53
ON755252	NON-APOBEC	Outbreak Global	10
ON755253	APOBEC3	Outbreak Global	53
ON755253	NON-APOBEC	Outbreak Global	9
ON755254	APOBEC3	Outbreak Global	54
ON755254	NON-APOBEC	Outbreak Global	9
ON755255	APOBEC3	Outbreak Global	53
ON755255	NON-APOBEC	Outbreak Global	9
ON755256	APOBEC3	Outbreak Global	59
ON755256	NON-APOBEC	Outbreak Global	9
ON780016	APOBEC3	Outbreak Global	53
ON780016	NON-APOBEC	Outbreak Global	9
ON780017	APOBEC3	Outbreak Global	54
ON780017	NON-APOBEC	Outbreak Global	9
ON782021	APOBEC3	Outbreak Global	59
ON782021	NON-APOBEC	Outbreak Global	9
ON782054	APOBEC3	Outbreak Global	54
ON782054	NON-APOBEC	Outbreak Global	9
ON782055	APOBEC3	Outbreak Global	59
ON782055	NON-APOBEC	Outbreak Global	9
ON792320	APOBEC3	Outbreak Global	59
ON792320	NON-APOBEC	Outbreak Global	9
ON792321	APOBEC3	Outbreak Global	53
ON792321	NON-APOBEC	Outbreak Global	10
ON792322	APOBEC3	Outbreak Global	54
ON792322	NON-APOBEC	Outbreak Global	10
ON803413	APOBEC3	Outbreak Global	58
ON803413	NON-APOBEC	Outbreak Global	9
ON803414	APOBEC3	Outbreak Global	58
ON803414	NON-APOBEC	Outbreak Global	9
ON803415	APOBEC3	Outbreak Global	58
ON803415	NON-APOBEC	Outbreak Global	9
ON803416	APOBEC3	Outbreak Global	53
ON803416	NON-APOBEC	Outbreak Global	9
ON803417	APOBEC3	Outbreak Global	54
ON803417	NON-APOBEC	Outbreak Global	9
ON803418	APOBEC3	Outbreak Global	53
ON803418	NON-APOBEC	Outbreak Global	9
ON803419	APOBEC3	Outbreak Global	53
ON803419	NON-APOBEC	Outbreak Global	9
ON803420	APOBEC3	Outbreak Global	54
ON803420	NON-APOBEC	Outbreak Global	9
ON803421	APOBEC3	Outbreak Global	53
ON803421	NON-APOBEC	Outbreak Global	9
ON803422	APOBEC3	Outbreak Global	53
ON803422	NON-APOBEC	Outbreak Global	9
ON803423	APOBEC3	Outbreak Global	53
ON803423	NON-APOBEC	Outbreak Global	9
ON803424	APOBEC3	Outbreak Global	53
ON803424	NON-APOBEC	Outbreak Global	9
ON803425	APOBEC3	Outbreak Global	53
ON803425	NON-APOBEC	Outbreak Global	9
ON803426	APOBEC3	Outbreak Global	53
ON803426	NON-APOBEC	Outbreak Global	9
ON803427	APOBEC3	Outbreak Global	53
ON803427	NON-APOBEC	Outbreak Global	9
ON803428	APOBEC3	Outbreak Global	53
ON803428	NON-APOBEC	Outbreak Global	9
ON803429	APOBEC3	Outbreak Global	53
ON803429	NON-APOBEC	Outbreak Global	9
ON803430	APOBEC3	Outbreak Global	53
ON803430	NON-APOBEC	Outbreak Global	9
ON803431	APOBEC3	Outbreak Global	53
ON803431	NON-APOBEC	Outbreak Global	9
ON803432	APOBEC3	Outbreak Global	53
ON803432	NON-APOBEC	Outbreak Global	9
ON803433	APOBEC3	Outbreak Global	53
ON803433	NON-APOBEC	Outbreak Global	9
ON803434	APOBEC3	Outbreak Global	53
ON803434	NON-APOBEC	Outbreak Global	9
ON803435	APOBEC3	Outbreak Global	53
ON803435	NON-APOBEC	Outbreak Global	9
ON803436	APOBEC3	Outbreak Global	53
ON803436	NON-APOBEC	Outbreak Global	9
ON803437	APOBEC3	Outbreak Global	53
ON803437	NON-APOBEC	Outbreak Global	9
ON803438	APOBEC3	Outbreak Global	53
ON803438	NON-APOBEC	Outbreak Global	9
ON803439	APOBEC3	Outbreak Global	53
ON803439	NON-APOBEC	Outbreak Global	9
ON803440	APOBEC3	Outbreak Global	53
ON803440	NON-APOBEC	Outbreak Global	9
ON803441	APOBEC3	Outbreak Global	53
ON803441	NON-APOBEC	Outbreak Global	9
ON803442	APOBEC3	Outbreak Global	53
ON803442	NON-APOBEC	Outbreak Global	9
ON803443	APOBEC3	Outbreak Global	53
ON803443	NON-APOBEC	Outbreak Global	9
ON803444	APOBEC3	Outbreak Global	53
ON803444	NON-APOBEC	Outbreak Global	9
ON808413	APOBEC3	Outbreak Global	54
ON808413	NON-APOBEC	Outbreak Global	10
ON808414	APOBEC3	Outbreak Global	53
ON808414	NON-APOBEC	Outbreak Global	9
ON808415	APOBEC3	Outbreak Global	53
ON808415	NON-APOBEC	Outbreak Global	9
ON808416	APOBEC3	Outbreak Global	53
ON808416	NON-APOBEC	Outbreak Global	9
ON808417	APOBEC3	Outbreak Global	53
ON808417	NON-APOBEC	Outbreak Global	9
ON813251	APOBEC3	Outbreak Global	54
ON813251	NON-APOBEC	Outbreak Global	10
ON813252	APOBEC3	Outbreak Global	53
ON813252	NON-APOBEC	Outbreak Global	9
ON813253	APOBEC3	Outbreak Global	53
ON813253	NON-APOBEC	Outbreak Global	10
ON813254	APOBEC3	Outbreak Global	55
ON813254	NON-APOBEC	Outbreak Global	9
ON813255	APOBEC3	Outbreak Global	53
ON813255	NON-APOBEC	Outbreak Global	9
ON813256	APOBEC3	Outbreak Global	53
ON813256	NON-APOBEC	Outbreak Global	10
ON813257	APOBEC3	Outbreak Global	56
ON813257	NON-APOBEC	Outbreak Global	10
ON813258	APOBEC3	Outbreak Global	54
ON813258	NON-APOBEC	Outbreak Global	10
ON813259	APOBEC3	Outbreak Global	55
ON813259	NON-APOBEC	Outbreak Global	9
ON813260	APOBEC3	Outbreak Global	53
ON813260	NON-APOBEC	Outbreak Global	9
ON813261	APOBEC3	Outbreak Global	55
ON813261	NON-APOBEC	Outbreak Global	9
ON813262	APOBEC3	Outbreak Global	54
ON813262	NON-APOBEC	Outbreak Global	10
ON813263	APOBEC3	Outbreak Global	54
ON813263	NON-APOBEC	Outbreak Global	9
ON813264	APOBEC3	Outbreak Global	54
ON813264	NON-APOBEC	Outbreak Global	10
ON813265	APOBEC3	Outbreak Global	53
ON813265	NON-APOBEC	Outbreak Global	10
ON813266	APOBEC3	Outbreak Global	54
ON813266	NON-APOBEC	Outbreak Global	10
ON813267	APOBEC3	Outbreak Global	53
ON813267	NON-APOBEC	Outbreak Global	9
ON838178	APOBEC3	Outbreak Global	59
ON838178	NON-APOBEC	Outbreak Global	9
ON838939	APOBEC3	Outbreak Global	53
ON838939	NON-APOBEC	Outbreak Global	9
ON838940	APOBEC3	Outbreak Global	53
ON838940	NON-APOBEC	Outbreak Global	9
ON843164	APOBEC3	Outbreak Global	53
